1000 4 500
0.533437 0.230481 0.698672 0.401411
0.413918 0.104274 0.680068 0.534147
0.642338 0.224539 0.746839 0.557318
0.607150 0.262527 0.750476 0.587177
0.584873 0.165621 0.737415 0.484917
0.559931 0.171759 0.733648 0.473461
0.447861 0.274747 0.737206 0.520790
0.511877 0.211073 0.761094 0.507856
0.517634 0.295069 0.734968 0.481667
0.540719 0.113831 0.746660 0.458818
0.521940 0.260098 0.783121 0.482798
0.562691 0.163132 0.876473 0.516525
0.553840 0.185213 0.843038 0.493369
0.472269 0.097315 0.757193 0.482414
0.522705 0.183738 0.716912 0.538351
0.471213 0.295934 0.815941 0.527332
0.545740 0.224256 0.685165 0.503111
0.595465 0.258353 0.768196 0.531333
0.495542 0.215183 0.809825 0.570494
0.543103 0.270854 0.755893 0.511260
0.601352 0.272608 0.788502 0.543030
0.580333 0.216202 0.667946 0.530374
0.468029 0.293918 0.772727 0.532447
0.479083 0.215457 0.781908 0.533671
0.498834 0.207776 0.706901 0.432696
0.597123 0.191799 0.723274 0.568535
0.499110 0.165442 0.832941 0.439476
0.545925 0.112338 0.715105 0.492455
0.536322 0.203082 0.673234 0.504899
0.529014 0.147087 0.714687 0.577967
0.522333 0.220569 0.690575 0.533004
0.464226 0.186311 0.776505 0.514325
0.531647 0.247676 0.845744 0.592106
0.457160 0.177815 0.804904 0.512995
0.435410 0.185645 0.744169 0.533988
0.499808 0.189911 0.656224 0.520317
0.476439 0.162262 0.744705 0.581396
0.551871 0.204633 0.814689 0.526973
0.434752 0.071775 0.761089 0.532575
0.581232 0.251206 0.770778 0.547310
0.571614 0.324075 0.708748 0.523452
0.543355 0.186744 0.741000 0.538787
0.537463 0.202908 0.768047 0.509520
0.507584 0.188492 0.777221 0.429968
0.529766 0.373771 0.764117 0.484147
0.511474 0.270901 0.846945 0.526068
0.444421 0.181196 0.690659 0.449165
0.588396 0.240647 0.670668 0.462470
0.545694 0.194621 0.781409 0.510211
0.465641 0.200076 0.713565 0.546666
0.477587 0.136950 0.766945 0.488655
0.537560 0.272589 0.688369 0.541091
0.475223 0.217012 0.848213 0.543453
0.539024 0.308861 0.748751 0.510740
0.549848 0.260110 0.776263 0.564405
0.522592 0.173965 0.736003 0.523266
0.456986 0.206305 0.724478 0.512390
0.614834 0.225483 0.806150 0.545741
0.522792 0.258786 0.798565 0.505125
0.442600 0.217904 0.775373 0.523165
0.572130 0.269138 0.870615 0.540075
0.524035 0.250284 0.754780 0.468423
0.514738 0.221498 0.780646 0.533965
0.569518 0.268040 0.687290 0.622359
0.439206 0.236069 0.773517 0.427865
0.631341 0.127257 0.732453 0.589564
0.514593 0.230847 0.771968 0.603463
0.526570 0.179956 0.755115 0.504353
0.442295 0.212374 0.788370 0.512379
0.545395 0.259283 0.817748 0.421467
0.547683 0.297195 0.787066 0.585523
0.468820 0.293396 0.774715 0.494608
0.546205 0.241726 0.827354 0.577574
0.487355 0.233049 0.738842 0.570913
0.493622 0.226671 0.750491 0.504917
0.590735 0.158213 0.749133 0.548343
0.478501 0.194854 0.682962 0.541013
0.518669 0.166519 0.672657 0.568998
0.552459 0.187225 0.853745 0.520191
0.493254 0.227396 0.706733 0.521812
0.416047 0.186935 0.725487 0.605003
0.504173 0.159260 0.790024 0.532834
0.510681 0.248698 0.723615 0.450335
0.548185 0.116739 0.726941 0.572690
0.665024 0.242544 0.747894 0.603526
0.441508 0.185985 0.745139 0.535623
0.586309 0.240224 0.798803 0.554075
0.510909 0.190041 0.809773 0.617033
0.501619 0.148270 0.798261 0.553971
0.640718 0.235215 0.754927 0.543948
0.585078 0.337575 0.742228 0.509809
0.490399 0.296968 0.717320 0.437684
0.566110 0.230585 0.733886 0.558355
0.458739 0.195716 0.821952 0.466463
0.542125 0.173004 0.802834 0.553285
0.550049 0.201404 0.749358 0.559684
0.544444 0.180691 0.704970 0.513407
0.523893 0.170093 0.807706 0.526822
0.425840 0.227700 0.747398 0.504744
0.570860 0.255754 0.793196 0.482302
0.501829 0.182584 0.775040 0.525744
0.530823 0.223269 0.768103 0.564496
0.524409 0.159070 0.722273 0.553611
0.480769 0.244850 0.799902 0.537415
0.544208 0.107601 0.731118 0.617238
0.460696 0.228880 0.696371 0.467783
0.617410 0.186413 0.712547 0.549510
0.422635 0.182058 0.776289 0.517382
0.472979 0.310129 0.691277 0.612620
0.566262 0.214636 0.843198 0.565075
0.494610 0.168192 0.724059 0.549221
0.486650 0.294036 0.675907 0.505915
0.557893 0.195353 0.741351 0.608258
0.480212 0.174614 0.640176 0.676935
0.462423 0.188319 0.741934 0.495666
0.426486 0.098875 0.782950 0.515580
0.567765 0.229809 0.817685 0.520223
0.492083 0.193108 0.722755 0.469124
0.559181 0.227870 0.804534 0.480607
0.632588 0.294844 0.757101 0.477003
0.498154 0.243538 0.737549 0.514804
0.533068 0.219946 0.826515 0.486464
0.528776 0.245972 0.740215 0.552083
0.496950 0.150730 0.671857 0.541891
0.500520 0.270013 0.711013 0.510542
0.474269 0.262463 0.774883 0.446368
0.513022 0.283349 0.675963 0.520586
0.588776 0.213734 0.738560 0.475199
0.595012 0.212903 0.764563 0.449161
0.503532 0.302074 0.677150 0.599295
0.486682 0.214934 0.774597 0.392018
0.556697 0.215601 0.775579 0.644133
0.411779 0.159971 0.746624 0.537618
0.541180 0.256741 0.757592 0.557849
0.536447 0.286219 0.803599 0.461677
0.568205 0.219088 0.750357 0.607848
0.554835 0.198263 0.745039 0.546223
0.527284 0.162438 0.754428 0.528530
0.582456 0.151652 0.730747 0.495509
0.487915 0.177971 0.755225 0.510757
0.544813 0.182977 0.691554 0.584034
0.537225 0.204443 0.760756 0.502675
0.500863 0.337513 0.822396 0.454651
0.593426 0.212385 0.876195 0.511844
0.573433 0.203073 0.793911 0.494013
0.420856 0.212088 0.779043 0.508820
0.517008 0.300777 0.803094 0.495069
0.492433 0.114547 0.766864 0.476569
0.517694 0.276353 0.773541 0.556551
0.533055 0.226349 0.807880 0.504157
0.452344 0.211617 0.680070 0.555926
0.516012 0.256286 0.673507 0.584707
0.535915 0.209985 0.792121 0.447651
0.537323 0.240376 0.713866 0.459650
0.566753 0.219684 0.741131 0.493281
0.510010 0.218652 0.732718 0.532325
0.532497 0.264878 0.756329 0.512901
0.589472 0.270725 0.643872 0.494356
0.664618 0.266061 0.821235 0.522258
0.549134 0.170640 0.671292 0.532996
0.446342 0.297869 0.800849 0.443152
0.476945 0.239305 0.789750 0.533607
0.506179 0.163432 0.735939 0.577775
0.525829 0.199769 0.686457 0.576647
0.568450 0.141541 0.652541 0.523386
0.606534 0.189102 0.865891 0.638374
0.501724 0.261744 0.752323 0.564123
0.534533 0.170720 0.780658 0.524898
0.541693 0.189829 0.730274 0.540291
0.588398 0.195220 0.735163 0.522891
0.448752 0.189614 0.732634 0.499955
0.593103 0.149627 0.698331 0.524546
0.516422 0.282027 0.746514 0.562756
0.482618 0.312732 0.682756 0.542649
0.539599 0.230402 0.708245 0.548315
0.503041 0.261275 0.801294 0.556812
0.525258 0.145535 0.700439 0.502384
0.495063 0.229686 0.765822 0.519699
0.501396 0.234940 0.782109 0.483871
0.463110 0.118957 0.866534 0.537933
0.434385 0.259853 0.768141 0.488707
0.492901 0.136430 0.708727 0.436113
0.461831 0.135103 0.827058 0.568174
0.524243 0.202500 0.733535 0.544882
0.551120 0.289414 0.680607 0.548402
0.539174 0.203128 0.813580 0.478655
0.557843 0.141530 0.757481 0.553048
0.483385 0.179756 0.727908 0.509169
0.577649 0.307904 0.776292 0.583491
0.540545 0.235248 0.707584 0.533024
0.580549 0.212060 0.720233 0.515502
0.455230 0.161867 0.750164 0.551919
0.514844 0.142161 0.832742 0.519310
0.463893 0.201684 0.780884 0.522304
0.518973 0.167767 0.853226 0.603503
0.497231 0.170457 0.783614 0.495233
0.528905 0.250637 0.705715 0.610910
0.430449 0.305648 0.708230 0.500756
0.523929 0.215902 0.765106 0.626470
0.531555 0.131100 0.734411 0.494091
0.547480 0.219246 0.813946 0.512095
0.600906 0.208872 0.765986 0.510563
0.515454 0.232004 0.695318 0.533301
0.458130 0.239906 0.703303 0.599174
0.476179 0.222383 0.857080 0.519669
0.464842 0.237362 0.757541 0.446188
0.543329 0.231602 0.767975 0.542456
0.457310 0.237756 0.763572 0.546070
0.556422 0.140915 0.777809 0.482157
0.480951 0.292533 0.721189 0.588228
0.528356 0.197247 0.712874 0.524452
0.529962 0.263471 0.738595 0.535814
0.501747 0.199067 0.800909 0.487413
0.505160 0.227669 0.727277 0.553987
0.518218 0.166444 0.677907 0.472376
0.537859 0.122228 0.835782 0.422293
0.463930 0.168643 0.813248 0.522095
0.480088 0.247414 0.725783 0.492359
0.505466 0.195856 0.762463 0.433721
0.552884 0.163600 0.880731 0.623490
0.533543 0.228060 0.775611 0.517814
0.520318 0.276629 0.700668 0.505837
0.581333 0.262342 0.741702 0.445775
0.500197 0.294164 0.752502 0.540080
0.483248 0.197953 0.755597 0.451795
0.506072 0.133330 0.744858 0.650706
0.548855 0.214360 0.704030 0.483460
0.550859 0.185908 0.778473 0.470258
0.526764 0.284208 0.740403 0.572765
0.533449 0.279526 0.560301 0.533542
0.495834 0.268420 0.759466 0.630672
0.495369 0.222773 0.656432 0.550878
0.527529 0.244620 0.721550 0.609277
0.466593 0.192199 0.725110 0.528843
0.505302 0.162843 0.816512 0.533610
0.483986 0.211270 0.807482 0.527593
0.550132 0.227482 0.796084 0.433299
0.483347 0.249413 0.763431 0.498833
0.412805 0.218598 0.793669 0.454925
0.517576 0.179551 0.713924 0.533487
0.509282 0.310494 0.802681 0.404733
0.433725 0.277002 0.805757 0.507008
0.466656 0.212597 0.750802 0.519309
0.592301 0.170671 0.687522 0.535548
0.561968 0.198236 0.729776 0.569812
0.507460 0.313533 0.722897 0.582930
0.461792 0.228290 0.800112 0.553445
0.553385 0.181668 0.750220 0.525259
0.480110 0.200937 0.728580 0.479430
0.554761 0.180496 0.730461 0.523121
0.440930 0.266587 0.671693 0.582340
0.465982 0.137905 0.853160 0.445491
0.512463 0.242674 0.689888 0.505496
0.599276 0.186372 0.744537 0.482908
0.514742 0.187949 0.786629 0.507573
0.566260 0.220574 0.801118 0.504493
0.594092 0.235059 0.710274 0.563642
0.591348 0.210879 0.811501 0.459561
0.532860 0.208243 0.718788 0.475523
0.497620 0.226009 0.728063 0.504644
0.497890 0.233306 0.780588 0.542885
0.534188 0.249197 0.714800 0.541215
0.477297 0.172794 0.761150 0.573152
0.490740 0.155607 0.789231 0.505632
0.549771 0.205008 0.818204 0.503091
0.544686 0.243028 0.818124 0.558637
0.416402 0.183493 0.754360 0.534974
0.527563 0.210867 0.744202 0.516666
0.505358 0.207074 0.805048 0.455153
0.584794 0.145659 0.841081 0.579236
0.500425 0.247900 0.756554 0.581028
0.537570 0.233689 0.756092 0.454641
0.471472 0.283657 0.716398 0.514902
0.487695 0.205919 0.770472 0.568354
0.586032 0.239186 0.796382 0.521563
0.598030 0.155297 0.782378 0.507433
0.555051 0.239039 0.788202 0.507516
0.532758 0.139000 0.798798 0.550688
0.525257 0.311191 0.765015 0.554846
0.431491 0.127187 0.750028 0.536015
0.567646 0.200982 0.717281 0.530050
0.521289 0.221737 0.682742 0.542504
0.542531 0.223933 0.770157 0.522292
0.507844 0.199459 0.708751 0.492020
0.495567 0.188788 0.692904 0.523350
0.575396 0.189604 0.778211 0.521682
0.494322 0.179023 0.781389 0.486176
0.504012 0.114636 0.664727 0.502266
0.468710 0.177585 0.709161 0.504655
0.489316 0.230519 0.787705 0.481345
0.485253 0.151849 0.737615 0.583128
0.418871 0.287545 0.764929 0.532960
0.447643 0.223881 0.680259 0.565108
0.533359 0.199751 0.691344 0.544305
0.538727 0.161217 0.800574 0.559711
0.556648 0.268573 0.812993 0.494240
0.504906 0.288237 0.795541 0.594480
0.576109 0.285542 0.746901 0.520415
0.461623 0.228403 0.744895 0.480525
0.545409 0.242781 0.821951 0.589684
0.554868 0.205507 0.730094 0.590103
0.541345 0.213507 0.707037 0.513027
0.621753 0.213109 0.772693 0.554563
0.472355 0.124072 0.751532 0.543972
